BranchID,TerminalOrder,PathPointIndex,PathEdgeIndex,SourceCurveIndex,CurvePointIndex,X_mm,Y_mm,Z_mm,SegmentLength_mm,CumulativeLength_mm,NormalizedProgress,IsTerminalSegment,Terminal_X_mm,Terminal_Y_mm,Terminal_Z_mm,TotalPathLength_mm,PathEdgeCount
Branch_001,1,44,7,2,2,61.098911000,97.857376000,49.920139000,4.740018662,211.485493220,0.805483114,0,50.776901000,144.239110000,39.526905000,262.557326671,10
Branch_001,1,45,7,2,3,58.968452000,102.038360000,48.564579000,4.884365432,216.369858651,0.824086158,0,50.776901000,144.239110000,39.526905000,262.557326671,10
Branch_001,1,46,7,2,4,56.398815000,106.080850000,47.520206000,4.902598767,221.272457419,0.842758647,0,50.776901000,144.239110000,39.526905000,262.557326671,10
Branch_001,1,47,7,2,5,53.888828000,109.821590000,46.824791000,4.558154507,225.830611926,0.860119254,0,50.776901000,144.239110000,39.526905000,262.557326671,10
Branch_001,1,48,8,1,1,51.937443000,113.056430000,46.390411000,3.802733126,229.633345052,0.874602693,0,50.776901000,144.239110000,39.526905000,262.557326671,10
Branch_001,1,49,9,0,1,49.591133000,118.053720000,45.808548000,5.551273954,235.184619006,0.895745786,1,50.776901000,144.239110000,39.526905000,262.557326671,10
Branch_001,1,50,9,0,2,48.494026000,122.417270000,45.225018000,4.537038641,239.721657647,0.913025969,1,50.776901000,144.239110000,39.526905000,262.557326671,10
Branch_001,1,51,9,0,3,48.125107000,127.055820000,44.401413000,4.725523519,244.447181166,0.931024033,1,50.776901000,144.239110000,39.526905000,262.557326671,10
Branch_001,1,52,9,0,4,48.374912000,131.824920000,43.315254000,4.897597240,249.344778406,0.949677473,1,50.776901000,144.239110000,39.526905000,262.557326671,10
Branch_001,1,53,9,0,5,49.036747000,136.424320000,42.057686000,4.813936352,254.158714758,0.968012274,1,50.776901000,144.239110000,39.526905000,262.557326671,10
Branch_001,1,54,9,0,6,49.853333000,140.442090000,40.813053000,4.284670323,258.443385080,0.984331263,1,50.776901000,144.239110000,39.526905000,262.557326671,10
Branch_001,1,55,9,0,7,50.776901000,144.239110000,39.526905000,4.113941590,262.557326671,1.000000000,1,50.776901000,144.239110000,39.526905000,262.557326671,10
Branch_002,2,0,0,9,0,9.155164700,-94.828995000,43.316994000,0.000000000,0.000000000,0.000000000,0,-45.704964000,100.761110000,75.430984000,237.968331620,8
