BranchID,TerminalOrder,PathPointIndex,PathEdgeIndex,SourceCurveIndex,CurvePointIndex,X_mm,Y_mm,Z_mm,SegmentLength_mm,CumulativeLength_mm,NormalizedProgress,IsTerminalSegment,Terminal_X_mm,Terminal_Y_mm,Terminal_Z_mm,TotalPathLength_mm,PathEdgeCount
Branch_017,17,59,7,55,6,-76.725525000,95.647949000,50.198845000,2.402746122,233.283406800,0.951545556,1,-84.042053000,104.999540000,50.299454000,245.162625468,8
Branch_017,17,60,7,55,7,-78.231766000,97.736282000,50.266930000,2.575758575,235.859165375,0.962051883,1,-84.042053000,104.999540000,50.299454000,245.162625468,8
Branch_017,17,61,7,55,8,-79.823051000,99.832809000,50.308628000,2.632366262,238.491531637,0.972789108,1,-84.042053000,104.999540000,50.299454000,245.162625468,8
Branch_017,17,62,7,55,9,-81.379761000,101.795780000,50.323090000,2.505356326,240.996887963,0.983008269,1,-84.042053000,104.999540000,50.299454000,245.162625468,8
Branch_017,17,63,7,55,10,-82.747574000,103.463060000,50.317795000,2.156562783,243.153450746,0.991804727,1,-84.042053000,104.999540000,50.299454000,245.162625468,8
Branch_017,17,64,7,55,11,-84.042053000,104.999540000,50.299454000,2.009174722,245.162625468,1.000000000,1,-84.042053000,104.999540000,50.299454000,245.162625468,8
Branch_018,18,0,0,9,0,9.155164700,-94.828995000,43.316994000,0.000000000,0.000000000,0.000000000,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,1,0,9,1,8.745691300,-90.524384000,41.931053000,4.540724257,4.540724257,0.020693301,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,2,0,9,2,8.447949400,-85.977066000,40.628029000,4.739685937,9.280410194,0.042293323,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,3,0,9,3,8.306425100,-80.784424000,39.387024000,5.340754018,14.621164212,0.066632574,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,4,0,9,4,8.427463500,-75.420364000,38.457928000,5.445274039,20.066438250,0.091448151,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,5,0,9,5,8.845435100,-70.229225000,37.995411000,5.228436320,25.294874570,0.115275541,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,6,0,9,6,9.507898300,-65.372032000,38.028183000,4.902270427,30.197144997,0.137616504,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,7,0,9,7,10.287036000,-60.827480000,38.464947000,4.631497731,34.828642727,0.158723484,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,8,0,9,8,11.014260000,-56.442604000,39.132923000,4.494683995,39.323326723,0.179206967,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,9,0,9,9,11.527933000,-52.014019000,39.835442000,4.513286829,43.836613551,0.199775228,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,10,0,9,10,11.720328000,-47.372635000,40.409962000,4.680762171,48.517375722,0.221106719,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,11,0,9,11,11.570354000,-42.445747000,40.769272000,4.942248602,53.459624324,0.243629874,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,12,0,9,12,11.152950000,-37.279388000,40.914940000,5.185239684,58.644864008,0.267260404,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,13,0,9,13,10.623031000,-32.017574000,40.921852000,5.288435354,63.933299362,0.291361225,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,14,0,9,14,10.179241000,-26.849152000,40.901917000,5.187478476,69.120777838,0.315001959,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,15,0,9,15,10.018347000,-21.942720000,40.961330000,4.909428862,74.030206700,0.337375545,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,16,0,9,16,10.293105000,-17.392542000,41.166740000,4.563091612,78.593298312,0.358170780,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,17,0,9,17,11.084682000,-13.193231000,41.531292000,4.288788312,82.882086624,0.377715941,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,18,0,9,18,12.395549000,-9.250117300,42.023792000,4.184384566,87.066471190,0.396785306,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,19,0,9,19,13.428562000,-7.010438900,42.358051000,2.488976551,89.555447741,0.408128241,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,20,1,8,1,16.282339000,-1.562926900,43.212620000,6.208841948,95.764289689,0.436423602,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,21,1,8,2,18.643381000,2.404393400,43.881081000,4.664867608,100.429157296,0.457682657,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,22,1,8,3,21.147991000,6.488432400,44.652599000,4.852595783,105.281753079,0.479797240,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,23,1,8,4,24.223534000,11.405412000,45.843182000,5.920569315,111.202322394,0.506778865,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,24,2,7,1,26.324202000,14.701306000,46.829159000,4.030865161,115.233187555,0.525148601,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,25,2,7,2,28.908293000,18.630505000,48.351257000,4.942966053,120.176153608,0.547675026,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,26,2,7,3,31.432501000,22.371405000,50.143032000,4.855555219,125.031708827,0.569803096,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,27,2,7,4,33.837540000,25.965391000,52.093472000,4.743960809,129.775669636,0.591422600,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,28,2,7,5,36.051430000,29.527443000,54.029991000,4.619483653,134.395153289,0.612474828,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,29,2,7,6,38.004852000,33.210518000,55.757656000,4.512840050,138.907993339,0.633041053,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,30,2,7,7,39.655231000,37.152805000,57.108654000,4.482250911,143.390244250,0.653467875,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,31,2,7,8,40.956230000,41.252876000,57.950741000,4.383182761,147.773427011,0.673443217,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,32,3,6,1,42.188423000,46.187943000,58.389992000,5.105499714,152.878926725,0.696710351,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,33,4,5,1,43.203922000,50.765629000,58.406876000,4.689001216,157.567927941,0.718079389,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,34,4,5,2,44.359421000,55.519661000,58.187195000,4.897372555,162.465300495,0.740398032,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,35,4,5,3,45.795403000,60.070236000,57.887691000,4.781158832,167.246459328,0.762187058,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,36,4,5,4,47.645630000,64.272171000,57.623878000,4.598825393,171.845284721,0.783145141,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,37,4,5,5,51.342567000,69.871460000,57.347439000,6.715340573,178.560625293,0.813748752,0,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,38,5,56,1,47.837482000,72.005386000,59.610035000,4.686000607,183.246625901,0.835104116,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,39,5,56,2,46.372520000,72.540100000,60.552574000,1.822199904,185.068825804,0.843408371,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,40,5,56,3,44.409485000,73.271866000,61.756916000,2.416490750,187.485316554,0.854420969,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,41,5,56,4,42.178349000,74.144928000,63.027042000,2.711719964,190.197036518,0.866779005,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,42,5,56,5,39.912994000,75.122681000,64.178673000,2.722882327,192.919918845,0.879187912,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,43,5,56,6,37.811085000,76.203194000,65.079201000,2.529126424,195.449045268,0.890713820,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,44,5,56,7,36.005035000,77.423523000,65.673172000,2.259163788,197.708209056,0.901009437,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,45,5,56,8,34.549713000,78.850204000,65.987343000,2.062058248,199.770267304,0.910406790,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,46,5,56,9,33.428261000,80.557068000,66.114815000,2.046286494,201.816553797,0.919732268,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,47,5,56,10,32.572979000,82.595665000,66.183044000,2.211795701,204.028349498,0.929812015,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,48,5,56,11,31.894648000,84.966042000,66.314781000,2.469043277,206.497392776,0.941064109,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,49,5,56,12,31.312105000,87.595985000,66.592552000,2.707972167,209.205364943,0.953405066,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,50,5,56,13,30.774509000,90.335701000,67.036003000,2.826959853,212.032324796,0.966288281,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,51,5,56,14,30.271135000,92.970718000,67.597954000,2.740891990,214.773216786,0.978779263,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,52,5,56,15,29.827467000,95.251930000,68.179535000,2.395622245,217.168839031,0.989696757,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_018,18,53,5,56,16,29.398561000,97.384499000,68.795631000,2.260837274,219.429676305,1.000000000,1,29.398561000,97.384499000,68.795631000,219.429676305,6
Branch_019,19,0,0,9,0,9.155164700,-94.828995000,43.316994000,0.000000000,0.000000000,0.000000000,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,1,0,9,1,8.745691300,-90.524384000,41.931053000,4.540724257,4.540724257,0.023963690,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,2,0,9,2,8.447949400,-85.977066000,40.628029000,4.739685937,9.280410194,0.048977400,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,3,0,9,3,8.306425100,-80.784424000,39.387024000,5.340754018,14.621164212,0.077163250,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,4,0,9,4,8.427463500,-75.420364000,38.457928000,5.445274039,20.066438250,0.105900704,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,5,0,9,5,8.845435100,-70.229225000,37.995411000,5.228436320,25.294874570,0.133493797,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,6,0,9,6,9.507898300,-65.372032000,38.028183000,4.902270427,30.197144997,0.159365547,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,7,0,9,7,10.287036000,-60.827480000,38.464947000,4.631497731,34.828642727,0.183808294,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,8,0,9,8,11.014260000,-56.442604000,39.132923000,4.494683995,39.323326723,0.207529006,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,9,0,9,9,11.527933000,-52.014019000,39.835442000,4.513286829,43.836613551,0.231347894,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,10,0,9,10,11.720328000,-47.372635000,40.409962000,4.680762171,48.517375722,0.256050634,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,11,0,9,11,11.570354000,-42.445747000,40.769272000,4.942248602,53.459624324,0.282133370,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,12,0,9,12,11.152950000,-37.279388000,40.914940000,5.185239684,58.644864008,0.309498492,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,13,0,9,13,10.623031000,-32.017574000,40.921852000,5.288435354,63.933299362,0.337408230,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,14,0,9,14,10.179241000,-26.849152000,40.901917000,5.187478476,69.120777838,0.364785167,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,15,0,9,15,10.018347000,-21.942720000,40.961330000,4.909428862,74.030206700,0.390694697,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,16,0,9,16,10.293105000,-17.392542000,41.166740000,4.563091612,78.593298312,0.414776430,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,17,0,9,17,11.084682000,-13.193231000,41.531292000,4.288788312,82.882086624,0.437410527,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,18,0,9,18,12.395549000,-9.250117300,42.023792000,4.184384566,87.066471190,0.459493632,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,19,0,9,19,13.428562000,-7.010438900,42.358051000,2.488976551,89.555447741,0.472629215,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,20,1,8,1,16.282339000,-1.562926900,43.212620000,6.208841948,95.764289689,0.505396402,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,21,1,8,2,18.643381000,2.404393400,43.881081000,4.664867608,100.429157296,0.530015259,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,22,1,8,3,21.147991000,6.488432400,44.652599000,4.852595783,105.281753079,0.555624851,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,23,1,8,4,24.223534000,11.405412000,45.843182000,5.920569315,111.202322394,0.586870678,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,24,2,21,1,27.690271000,9.568561600,45.976391000,3.925561037,115.127883431,0.607587842,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,25,2,21,2,30.500639000,8.436563500,45.614300000,3.051343620,118.179227051,0.623691319,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,26,2,21,3,33.836395000,7.302638100,44.907448000,3.593423807,121.772650857,0.642655627,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,27,2,21,4,37.648449000,5.861568000,44.297165000,4.120786827,125.893437684,0.664403095,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,28,2,21,5,41.557293000,4.180810000,43.965683000,4.267773329,130.161211013,0.686926285,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,29,2,21,6,45.247955000,2.346591900,44.046879000,4.122127464,134.283338477,0.708680828,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,30,2,21,7,48.516773000,0.457833470,44.605518000,3.816366997,138.099705474,0.728821720,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,31,2,21,8,51.288979000,-1.384460900,45.637222000,3.484765099,141.584470573,0.747212581,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,32,2,21,9,53.190578000,-2.784993900,46.827793000,2.644812044,144.229282617,0.761170586,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,33,3,57,1,55.760658000,-1.788961300,44.960678000,3.329190678,147.558473295,0.778740403,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,34,3,57,2,56.946560000,-1.176290200,44.243145000,1.515448131,149.073921425,0.786738186,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,35,3,57,3,58.590473000,-0.435375060,43.390305000,1.994678235,151.068599660,0.797265108,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,36,3,57,4,60.546688000,0.282025810,42.573643000,2.237940561,153.306540222,0.809075848,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,37,3,57,5,62.648026000,0.853525040,41.900856000,2.279226866,155.585767088,0.821104476,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,38,3,57,6,64.727837000,1.217070500,41.376190000,2.175558206,157.761325294,0.832585993,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,39,3,57,7,66.643921000,1.379474200,40.900852000,1.980832924,159.742158218,0.843039846,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,40,3,57,8,68.300110000,1.401256900,40.313305000,1.757454969,161.499613187,0.852314821,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,41,3,57,9,69.660759000,1.365191000,39.453892000,1.609738226,163.109351412,0.860810221,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,42,3,57,10,70.753960000,1.341516000,38.228981000,1.641967079,164.751318492,0.869475709,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,43,3,57,11,71.890648000,1.379075900,36.152412000,2.367616769,167.118935261,0.881970815,0,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,44,4,58,1,72.498138000,1.420892100,34.832226000,1.453851357,168.572786618,0.889643521,1,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,45,4,58,2,73.380981000,1.476056300,32.954235000,2.075886569,170.648673188,0.900599020,1,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,46,4,58,3,74.402458000,1.489159200,31.193289000,2.035808872,172.684482059,0.911343009,1,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,47,4,58,4,75.607689000,1.446616400,29.662270000,1.948951213,174.633433273,0.921628607,1,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,48,4,58,5,76.985550000,1.376537300,28.372541000,1.888600781,176.522034053,0.931595705,1,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,49,4,58,6,78.474190000,1.344936600,27.237608000,1.872196723,178.394230776,0.941476230,1,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,50,4,58,7,79.978752000,1.432950700,26.116590000,1.878332944,180.272563720,0.951389139,1,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,51,4,58,8,81.395638000,1.703390100,24.881056000,1.899275565,182.171839285,0.961412573,1,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,52,4,58,9,82.635635000,2.169728800,23.479424000,1.928635945,184.100475230,0.971590957,1,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,53,4,58,10,83.639389000,2.780329500,21.973646000,1.909901226,186.010376456,0.981670468,1,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,54,4,58,11,84.381447000,3.425375200,20.533056000,1.744142649,187.754519104,0.990875187,1,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_019,19,55,4,58,12,84.980583000,4.119596000,19.067266000,1.729001674,189.483520778,1.000000000,1,84.980583000,4.119596000,19.067266000,189.483520778,5
Branch_020,20,0,0,9,0,9.155164700,-94.828995000,43.316994000,0.000000000,0.000000000,0.000000000,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,1,0,9,1,8.745691300,-90.524384000,41.931053000,4.540724257,4.540724257,0.021394059,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,2,0,9,2,8.447949400,-85.977066000,40.628029000,4.739685937,9.280410194,0.043725545,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,3,0,9,3,8.306425100,-80.784424000,39.387024000,5.340754018,14.621164212,0.068889022,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,4,0,9,4,8.427463500,-75.420364000,38.457928000,5.445274039,20.066438250,0.094544954,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,5,0,9,5,8.845435100,-70.229225000,37.995411000,5.228436320,25.294874570,0.119179235,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,6,0,9,6,9.507898300,-65.372032000,38.028183000,4.902270427,30.197144997,0.142276754,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,7,0,9,7,10.287036000,-60.827480000,38.464947000,4.631497731,34.828642727,0.164098501,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,8,0,9,8,11.014260000,-56.442604000,39.132923000,4.494683995,39.323326723,0.185275637,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,9,0,9,9,11.527933000,-52.014019000,39.835442000,4.513286829,43.836613551,0.206540422,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,10,0,9,10,11.720328000,-47.372635000,40.409962000,4.680762171,48.517375722,0.228594283,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,11,0,9,11,11.570354000,-42.445747000,40.769272000,4.942248602,53.459624324,0.251880163,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,12,0,9,12,11.152950000,-37.279388000,40.914940000,5.185239684,58.644864008,0.276310919,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,13,0,9,13,10.623031000,-32.017574000,40.921852000,5.288435354,63.933299362,0.301227891,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,14,0,9,14,10.179241000,-26.849152000,40.901917000,5.187478476,69.120777838,0.325669195,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,15,0,9,15,10.018347000,-21.942720000,40.961330000,4.909428862,74.030206700,0.348800441,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,16,0,9,16,10.293105000,-17.392542000,41.166740000,4.563091612,78.593298312,0.370299886,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,17,0,9,17,11.084682000,-13.193231000,41.531292000,4.288788312,82.882086624,0.390506925,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,18,0,9,18,12.395549000,-9.250117300,42.023792000,4.184384566,87.066471190,0.410222056,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,19,0,9,19,13.428562000,-7.010438900,42.358051000,2.488976551,89.555447741,0.421949108,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,20,1,8,1,16.282339000,-1.562926900,43.212620000,6.208841948,95.764289689,0.451202664,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,21,1,8,2,18.643381000,2.404393400,43.881081000,4.664867608,100.429157296,0.473181637,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,22,1,8,3,21.147991000,6.488432400,44.652599000,4.852595783,105.281753079,0.496045109,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,23,1,8,4,24.223534000,11.405412000,45.843182000,5.920569315,111.202322394,0.523940441,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,24,2,7,1,26.324202000,14.701306000,46.829159000,4.030865161,115.233187555,0.542932250,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,25,2,7,2,28.908293000,18.630505000,48.351257000,4.942966053,120.176153608,0.566221510,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,26,2,7,3,31.432501000,22.371405000,50.143032000,4.855555219,125.031708827,0.589098925,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,27,2,7,4,33.837540000,25.965391000,52.093472000,4.743960809,129.775669636,0.611450553,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,28,2,7,5,36.051430000,29.527443000,54.029991000,4.619483653,134.395153289,0.633215695,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,29,2,7,6,38.004852000,33.210518000,55.757656000,4.512840050,138.907993339,0.654478375,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,30,2,7,7,39.655231000,37.152805000,57.108654000,4.482250911,143.390244250,0.675596931,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,31,2,7,8,40.956230000,41.252876000,57.950741000,4.383182761,147.773427011,0.696248718,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,32,3,30,1,43.295071000,40.246666000,60.737228000,3.774539123,151.547966134,0.714032823,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,33,3,30,2,44.702137000,39.873608000,62.468090000,2.261612315,153.809578449,0.724688627,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,34,3,30,3,45.984074000,39.836739000,64.156197000,2.120006377,155.929584826,0.734677241,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,35,3,30,4,47.473175000,39.863491000,66.208878000,2.536067181,158.465652007,0.746626165,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,36,3,30,5,49.024231000,39.993126000,68.493973000,2.764821713,161.230473720,0.759652889,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,37,3,30,6,50.501301000,40.248829000,70.885628000,2.822611105,164.053084825,0.772951892,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,38,3,30,7,51.796120000,40.628902000,73.280006000,2.748464614,166.801549439,0.785901548,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,39,3,30,8,52.841160000,41.102505000,75.606209000,2.593767299,169.395316738,0.798122332,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,40,3,30,9,53.802250000,41.776031000,78.586617000,3.203148936,172.598465674,0.813214276,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,41,4,59,1,55.764053000,41.372856000,77.941414000,2.104164443,174.702630117,0.823128250,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,42,4,59,2,57.241482000,41.244682000,77.272644000,1.626800030,176.329430147,0.830793074,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,43,4,59,3,58.950939000,41.234322000,76.382309000,1.927445713,178.256875860,0.839874420,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,44,4,59,4,60.989071000,41.182468000,75.408333000,2.259491123,180.516366983,0.850520230,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,45,4,59,5,63.200649000,41.070610000,74.474922000,2.403090834,182.919457817,0.861842624,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,46,4,59,6,65.444389000,40.889477000,73.678650000,2.387724324,185.307182141,0.873092617,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,47,4,59,7,67.612556000,40.643299000,73.068535000,2.265787294,187.572969435,0.883768092,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,48,4,59,8,69.889145000,40.311478000,72.594261000,2.349020749,189.921990184,0.894835729,0,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,49,5,60,1,71.522552000,40.046463000,72.317085000,1.677819392,191.599809576,0.902740936,1,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,50,5,60,2,73.278183000,39.769939000,72.006508000,1.804207251,193.404016827,0.911241632,1,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,51,5,60,3,74.963631000,39.564877000,71.581108000,1.750357262,195.154374089,0.919488609,1,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,52,5,60,4,76.638702000,39.467991000,70.927895000,1.800537968,196.954912057,0.927972017,1,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,53,5,60,5,78.349045000,39.502201000,69.971306000,1.959976025,198.914888082,0.937206632,1,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,54,5,60,6,80.109428000,39.671257000,68.693939000,2.181557859,201.096445940,0.947485252,1,87.802010000,41.437954000,60.848392000,212.242296625,6
Branch_020,20,55,5,60,7,81.894104000,39.957569000,67.146515000,2.379404132,203.475850072,0.958696044,1,87.802010000,41.437954000,60.848392000,212.242296625,6
