Time(s),S1_Proj_X,S1_Proj_Y,S1_Proj_Z,S1_Raw_X,S1_Raw_Y,S1_Raw_Z,S1_QX,S1_QY,S1_QZ,S1_QW,Axis_0,Axis_1,Axis_2,Axis_3,Axis_4,Axis_5,Axis_6,S2_Proj_X,S2_Proj_Y,S2_Proj_Z,S2_Raw_X,S2_Raw_Y,S2_Raw_Z,S2_QX,S2_QY,S2_QZ,S2_QW
0.05918431282043457,-43.569974706722576,57.73698744481256,41.745924811248685,-74.51896370348189,50.056655681257496,15.644145898856124,7.954456916350231e-18,-0.45736469653608436,0.872327800235421,-0.17280550714281867,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.359047479289213,33.35959714168223,38.98749840848583,-43.67589047317139,22.637006797717177,21.245983884113514,-1.6310930118336528e-17,-0.4507636438153229,0.8508274946389008,-0.27000872537905873
0.14447903633117676,-43.47935495420733,57.57113873743992,41.687276830456156,-74.49809529759736,49.827136977544015,15.657772133901716,7.951590569548702e-18,-0.45649790172027327,0.8726422522910469,-0.17350840106864163,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.346319617820292,33.34341531661272,38.987724778585346,-43.68009844181776,22.60779052695814,21.266689016878246,-1.6312895596708847e-17,-0.4506578059073932,0.8507249816895978,-0.2705079435136196
0.20636367797851562,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
0.2729616165161133,-43.47955284243308,57.57150090468859,41.68740490126346,-74.46427313833829,49.811982417098505,15.754345426486992,2.385719937324136e-17,-0.4563237702567833,0.8725534538253484,-0.1744106846385568,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.362280739040212,33.36370781210575,38.98744090366984,-43.67734395385526,22.64345202138641,21.312739756407694,1.631613264471609e-17,-0.45073011727512713,0.8505562016443107,-0.2709179012644842
0.408616304397583,-43.434280598273524,57.48864542378824,41.658105265894704,-74.31151348702934,49.737217111582424,15.868251695072473,7.95256173341781e-18,-0.4562826138400233,0.8725356855450737,-0.17460714119904855,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.34705849773849,33.34435470659688,38.98771163731091,-43.620904233578955,22.65707944507126,21.353098786361926,-8.158284674312468e-18,-0.45077743081678173,0.8505334369803661,-0.27091065029744993
0.4824192523956299,-43.5177863170575,57.64147430638994,41.71214913221937,-74.3429479329476,49.92026281969203,15.9173041603772,-2.3868465015050495e-17,-0.45699671121341556,0.872141618599919,-0.17470833708222205,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.406326918346867,33.41970681635803,38.98665752477956,-43.71543649105098,22.705118687365996,21.38235427297539,-8.161371180794525e-18,-0.451027316156801,0.8502117781673684,-0.2715037612002359
0.5183100700378418,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
0.5845518112182617,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
0.6560115814208984,-43.70474191878856,57.983633096527385,41.833144480750406,-74.38223244936492,50.39115120137605,15.902442842640255,1.592348976668959e-17,-0.45846858684330244,0.871529294843738,-0.17390584552303615,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.48453694747041,33.51914072464252,38.98526652817581,-43.71544083649226,22.865742281593867,21.35785813127032,1.6324012448431366e-17,-0.4515060618213956,0.8501456275934179,-0.27091454007182336
0.7717800140380859,-43.626397126400015,57.84024953845783,41.782440702030364,-74.19707371045646,50.289666966198766,15.898296589353151,-7.959738797275417e-18,-0.45831448476234277,0.8717489456164542,-0.17320972511273364,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.407691090646363,33.42144118450535,38.98663326243039,-43.6076759424183,22.792349297690848,21.358302562418004,3.2640316702406186e-17,-0.45130772092842464,0.8503463942671494,-0.27061476454038647
0.8289978504180908,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
0.8938727378845215,-43.52200245397509,57.649190514374176,41.71487776378256,-74.27887896155062,49.97066067261349,15.90484529505818,1.5910747679995986e-17,-0.45706335162931705,0.8722272571302543,-0.17410544080070772,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.3634018576085,33.36513316895761,38.987420964128354,-43.645793961718056,22.67079935573689,21.328762281179564,-2.447446059586701e-17,-0.4508091068410587,0.8505471093094075,-0.27081499964842753
0.989774227142334,-43.57530622348644,57.74674497712843,41.74937530282567,-74.47042559939172,50.03229516924024,15.827314176419662,-1.591198652511044e-17,-0.45703793659829883,0.8721593489231626,-0.17451187522886355,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.401342388284043,33.41336963287066,38.98674617663747,-43.7093806122744,22.698564892039627,21.306721118214654,-8.158284674312468e-18,-0.45077743081678173,0.8505334369803661,-0.27091065029744993
1.0243918895721436,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
1.1549656391143799,-43.54620568215857,57.6934863107879,41.73054179311638,-74.33259619413036,50.05041352676514,15.774637994269625,0.0,-0.45736042997822834,0.8722689325419021,-0.17311368060422283,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.413596421104724,33.42894904626894,38.9865282337697,-43.65687866829964,22.7645053485449,21.265545857744968,8.157344759451367e-18,-0.4510728917220312,0.8506314381119662,-0.2701099828756667
1.2367334365844727,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
1.285567283630371,-43.55385759960555,57.707490549182715,41.73549401925914,-74.22601676111611,50.14530686722475,15.727350803670333,-1.591050799821098e-17,-0.45779420783154245,0.8722403966846888,-0.17210797095784788,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.36818183989579,33.37121029647798,38.987335950234325,-43.61130718066781,22.707849256454622,21.334924000874338,1.6314339329638635e-17,-0.4509151420002463,0.8506496970185216,-0.2703157925042398
1.3397526741027832,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
1.3986117839813232,-43.506705248456996,57.62119417040753,41.70497760194695,-74.35966367983511,49.97318817252534,15.660167055249445,2.3857303756935757e-17,-0.45701529827828724,0.8725496361117461,-0.1726098191322491,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.3365508758674,33.33099562821363,38.98789851956246,-43.59328984502264,22.656428015128213,21.299835091562443,1.6311016686832403e-17,-0.45065316449631154,0.8508229789880452,-0.27020729774632085
1.4935266971588135,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
1.5353994369506836,-43.38950774345755,57.40670390562571,41.62912882912026,-74.31547891815558,49.68662533358322,15.675314535989884,0.0,-0.4559980176159536,0.8730424193923887,-0.17280839641581303,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.269069524807467,33.24520184259046,38.989098702341984,-43.57596695871399,22.530209298932846,21.231506815629757,4.076149548184366e-17,-0.45013362628720643,0.8511579153171664,-0.2700183728535247
1.5864951610565186,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
1.6551458835601807,-43.35558627122421,57.344622161128235,41.60717527267394,-74.269182572163,49.68675712347701,15.496550358988003,7.94417370485111e-18,-0.45573141927043603,0.8734569713235238,-0.17141118031240207,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.21671945481058,33.17864551833012,38.99002976924463,-43.5639132650098,22.43220649034538,21.250219324201595,5.706136419803306e-17,-0.44976555492290543,0.8512284627261842,-0.27040904173068625
1.7105839252471924,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
1.8362617492675781,-43.42406124033198,57.46994235676654,41.651491424081726,-74.38303534527944,49.82442268611463,15.435840072237255,-1.589232325912223e-17,-0.45618891510225257,0.8732384549155565,-0.17130754389261882,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.294999076393555,33.27816790440072,38.9886375349112,-43.615844996749644,22.55191765470471,21.210566677805247,4.891588992155917e-17,-0.45014950834803846,0.8511214554249356,-0.27010680896519224
1.896650791168213,-43.50054713351421,57.60992383061113,41.70099214627246,-74.3545767881811,49.9709311929784,15.629037815351495,-7.95163569667095e-18,-0.45688658211461064,0.8726372998718089,-0.172507373628108,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.333409206114567,33.32700140259366,38.98795439541374,-43.61248612356556,22.635200189475427,21.323936591684998,-8.157256830957106e-18,-0.45069398779055825,0.8506406072166146,-0.27071292308198625
1.9559805393218994,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
2.0245683193206787,-43.46501704936979,57.544898067853694,41.67799751613255,-74.30930749316005,49.89046458071691,15.664756371305742,-1.5903064664633412e-17,-0.45671282209443115,0.8726486435458607,-0.17290963840142023,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.356127495488398,33.35588476099786,38.98755034156392,-43.619633053845604,22.676593149463045,21.34225445867429,-2.447446059586701e-17,-0.4508091068410587,0.8505471093094075,-0.27081499964842753
2.095428466796875,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
2.209840774536133,-43.563995536072184,57.726044601823,41.7420551661026,-74.26586279888582,50.10929643958838,15.842309676209595,2.3868412789877582e-17,-0.4576014285859273,0.8721435268854527,-0.1731086394953238,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.42589867860563,33.44458977109343,38.98630943320672,-43.65706096925018,22.79046427660589,21.321457402351513,-3.263620362969416e-17,-0.4512242999655936,0.8504535616506391,-0.2704170308917365
2.284390926361084,-43.60656942898775,57.803961666391004,41.769608461986465,-74.29820382263634,50.22091058718428,15.790383379988867,7.957042080986782e-18,-0.45790359528233565,0.8720443895210254,-0.1728087964555427,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.454969899944523,33.481550058523624,38.98579238992465,-43.677742728742885,22.833400458030496,21.276415764404447,1.6318015643500575e-17,-0.45133478979333874,0.8504580526825236,-0.2702184452432007
2.328141212463379,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
2.3918399810791016,-43.63090979240355,57.84850844231398,41.78536124354314,-74.42283259156173,50.23515727145933,15.73686046953631,-1.591414037612787e-17,-0.45779635878723507,0.8720413091637637,-0.17310820024799026,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.43658399135124,33.458174760377354,38.98611939065201,-43.67177691408125,22.799670228177618,21.23486241737325,0.0,-0.45113607706670206,0.8506586741077276,-0.26991861761306807
2.4686946868896484,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
2.58266019821167,-43.53917134535411,57.68061234419824,41.725989257511884,-74.45262039224241,49.98423984226906,15.724485872203019,3.181380672628857e-17,-0.45688835246224185,0.8724380535289343,-0.17350756795881486,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.34919200670043,33.34706718652846,38.98767369200193,-43.653150847773276,22.6352464329658,21.2915888241167,8.156404500488768e-18,-0.45046819649478426,0.8507294977206464,-0.2708093898939121
2.650533676147461,-43.50090779748565,57.61058390362831,41.70122556352513,-74.28575135404458,49.93295934195267,15.845419880563924,-3.1817531480782e-17,-0.4570834851544634,0.8723359206038174,-0.1735071445887451,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.31933431052261,33.309106998345406,38.98820472305312,-43.608458283149105,22.610063591181486,21.371391074379318,2.4474986476446925e-17,-0.4506667382746381,0.8505288340712368,-0.2711091909661521
2.714644432067871,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
2.773451089859009,-43.56325029216403,57.724680685729496,41.74157285348093,-74.28860242428391,50.11105680433977,15.796704736206408,3.183201279929914e-17,-0.4579912269718,0.871939069345939,-0.17310775651311167,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.399408567735378,33.41091103085722,38.986780570408264,-43.632957927283115,22.755082253658756,21.334386277790088,-1.632042010705451e-17,-0.4512760444243643,0.8503327559451597,-0.2707104281246086
2.830526828765869,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
2.9806160926818848,-43.5500243852807,57.70047515106903,41.73301321045248,-74.36926507818754,50.08304195536982,15.653845699031933,-1.5910298584659784e-17,-0.45762088330553885,0.8722518772334665,-0.17251026005821254,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.387779827296004,33.396126595622114,38.9869873922013,-43.63689353086403,22.727083489365214,21.265100058218735,0.0,-0.4509940307422488,0.8506405702099636,-0.2702128874567743
3.0217831134796143,-43.61100239806446,57.81207471206581,41.77247742463587,-74.41450454566328,50.186101581336985,15.741778082588922,7.957150207870525e-18,-0.45777589601111063,0.8720325396200108,-0.17320646314470853,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.378037312484604,33.38374025163179,38.987160666718225,-43.63404680606595,22.70960962120604,21.28931906087115,8.15730050603815e-18,-0.45088351874979715,0.850636052793563,-0.270411460939783
3.081955909729004,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
3.1571249961853027,-43.62868691453788,57.844440218660345,41.78392262453623,-74.34422780356351,50.221996303756015,15.879156204654635,7.95891366832395e-18,-0.45799182987951637,0.8718393229372061,-0.1736078303072941,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.394671950766018,33.40488903671417,38.98686481303279,-43.635410222634846,22.743231279401726,21.32199512543579,8.158328109576523e-18,-0.45096700271929513,0.850528908706444,-0.27060919776127423
3.2303717136383057,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
3.364790201187134,-43.57965949563634,57.75471216462191,41.752192686611714,-74.47726816434033,50.01718685228511,15.891539701436642,-5.570052565386789e-17,-0.4572584405867376,0.8720251156907652,-0.17460502889863264,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.36488384704763,33.367017326317225,38.98739460635429,-43.642645044309205,22.6771360077489,21.386640871007188,-8.159181788386602e-18,-0.4508925016908423,0.8504399195742551,-0.27101272131305637
3.410022735595703,-43.5973551414204,57.787098039643105,41.763645089263996,-74.48099381214607,50.06613397075023,15.877744805917445,-2.3873725014340352e-17,-0.4575152417878075,0.8719494632369948,-0.17430988810896683,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.38679366404384,33.394872816951164,38.9870049315086,-43.657058796529526,22.710152479491924,21.33370547320405,8.158328109576523e-18,-0.45096700271929513,0.850528908706444,-0.27060919776127423
3.46053147315979,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
3.5249075889587402,-43.57370092626329,57.74380702527997,41.748336374357024,-74.40526557649127,50.047853857500485,15.872170598872088,-3.978578699103638e-17,-0.45747395475028063,0.872031751624084,-0.17400633575985167,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.374065802574904,33.37869099188164,38.98723130160812,-43.661266765175895,22.68093620873286,21.35441060596878,-8.159181788386602e-18,-0.4508925016908423,0.8504399195742551,-0.27101272131305637
3.578918695449829,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
3.711996555328369,-43.5696938068821,57.736473352971096,41.745743016353074,-74.50951477853471,49.99535384017963,15.830029739191446,0.0,-0.4570840046013491,0.8721361357346467,-0.1745072304617542,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.369329185605544,33.372668997738586,38.98731554423265,-43.663719060527626,22.66908523447583,21.342019453614512,-6.526558031656127e-17,-0.45069843129099557,0.8505425212188261,-0.27101354879518164
3.770585298538208,-43.660986921001395,57.9035544202711,41.80482678843088,-74.53837486472028,50.1597081736645,15.993292559484672,1.5923108357992838e-17,-0.45781710713135915,0.8715501707208001,-0.17551010322604751,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.41137618150688,33.42612629958267,38.98656772161767,-43.6887010255023,22.735940507728913,21.339514685309155,1.0606765821233465e-16,-0.4509241964500594,0.8504535903886291,-0.2709170715384286
3.8345649242401123,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
3.8927841186523438,-43.606026573240165,57.80296815314993,41.76925713247415,-74.49349782642491,50.02825460670529,16.029431335993337,2.3877140259394577e-17,-0.45725759043069714,0.8718247447380664,-0.17560498414315717,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.39431593925741,33.40443641425523,38.986871144839654,-43.69172787853029,22.699061506835108,21.38345529811582,-4.079612978754129e-17,-0.45078179279142805,0.8504353158061447,-0.2712112625195512
3.9598305225372314,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
4.085084438323975,-43.52798500651755,57.66013954676962,41.718749597647275,-74.27806027511258,49.93460400148673,16.05215193516571,-2.3869250264614827e-17,-0.4571300580521102,0.8721129269226172,-0.1745025865703437,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.3374943035611,33.33219507416474,38.987881740324134,-43.57463829661063,22.675220827849927,21.455716296112058,1.0606765821233465e-16,-0.4509241964500594,0.8504535903886291,-0.2709170715384286
4.144626617431641,-43.540371461363215,57.68280874932275,41.72676595772014,-74.2905962896574,49.95444342085001,16.06793945487783,1.5913850811804456e-17,-0.4572330230747329,0.8720571766024287,-0.17451144187743559,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.319512631156645,33.30933370990361,38.98820155154943,-43.565039070978855,22.645678842119366,21.449789581477063,-8.159181788386602e-18,-0.4508925016908423,0.8504399195742551,-0.27101272131305637
4.203874111175537,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
4.272030830383301,-43.51311868993101,57.63293179878051,41.709128301788226,-74.29238179049736,49.91448511064229,15.977384800485623,1.5910324214078704e-17,-0.45701728162082556,0.8722504721515545,-0.1741100747553149,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.267162561159754,33.24277738564327,38.98913261845207,-43.552985377274695,22.54767603353187,21.468502090048872,5.710708405298719e-17,-0.450508636099864,0.8505469703597983,-0.27131498302012136
4.32911491394043,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
4.483408451080322,-43.28293027767891,57.21165001898586,41.560153214064925,-74.2205798860619,49.50635643805268,15.546484031015808,7.94269083116304e-18,-0.455346142645985,0.8736200428049613,-0.17160393697954593,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.263950669188027,33.23869388157972,38.98918974323357,-43.550775037964115,22.540299908438485,21.289502907987213,8.154219783410763e-18,-0.45033265607303147,0.8509574291858016,-0.27031824316479286
4.527430534362793,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
4.618562698364258,-43.398717058993014,57.423558432756394,41.63508898400532,-74.23196953945393,49.69716631439398,15.842392575816774,7.950044721578936e-18,-0.4563276230796357,0.8728119333810633,-0.17310236671432405,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,-30.334374001587513,33.32822801490471,38.98793723614093,-43.59307771652681,22.653062100772956,21.367574486467134,-4.079054897746211e-17,-0.4509197276689071,0.8505516691796862,-0.27061643936510643
4.704482793807983,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,-12.07925,0,0,0,0,0,0,0,0,0,1
